text,meta,sentence_id,sentiment
"The positive impact of Tipco, which is a contribution that Colas already, participation that Colas has in Thailand, it was affected adversely in the first half year by crude oil implications from Venezuela.","{'company_name': 'Bouygues SA', 'economic_sector': 'Industrials', 'date': '29-Aug-2019', 'event_name': 'Half Year 2019 Bouygues SA Earnings Call', 'tokenized': ['The', 'positive', 'impact', 'of', 'Tipco', ',', 'which', 'is', 'a', 'contribution', 'that', 'Colas', 'already', ',', 'participation', 'that', 'Colas', 'has', 'in', 'Thailand', ',', 'it', 'was', 'affected', 'adversely', 'in', 'the', 'first', 'half', 'year', 'by', 'crude', 'oil', 'implications', 'from', 'Venezuela', '.'], 'sentence_id': '73227BB8-B26A-4786-90F0-25E923779833_000_002_008_003'}",73227BB8-B26A-4786-90F0-25E923779833_000_002_008_003,1
"Would you still be in this 1,500 to I guess it peaked out at 2,800 in the first quarter, but in that range?","{'company_name': 'TradeStation Group Inc', 'economic_sector': None, 'date': '19-Oct-2006', 'event_name': 'Q3 2006 TradeStation Group, Inc. Earnings Conference Call', 'tokenized': ['Would', 'you', 'still', 'be', 'in', 'this', '1,500', 'to', 'I', 'guess', 'it', 'peaked', 'out', 'at', '2,800', 'in', 'the', 'first', 'quarter', ',', 'but', 'in', 'that', 'range', '?'], 'sentence_id': 'CD2004A8-2F13-423F-B39E-382F8F84F1B2_001_039_000_002'}",CD2004A8-2F13-423F-B39E-382F8F84F1B2_001_039_000_002,0
"That's why I talked about second half driven, but we really do understand and I think the opportunity for growth within that region is certainly still there.","{'company_name': 'Motorola Solutions Inc', 'economic_sector': 'Technology', 'date': '24-Apr-2013', 'event_name': 'Q1 2013 Motorola Solutions, Inc. Earnings Conference Call', 'tokenized': ['That', ""'s"", 'why', 'I', 'talked', 'about', 'second', 'half', 'driven', ',', 'but', 'we', 'really', 'do', 'understand', 'and', 'I', 'think', 'the', 'opportunity', 'for', 'growth', 'within', 'that', 'region', 'is', 'certainly', 'still', 'there', '.'], 'sentence_id': '3323512F-52AF-4A56-9A85-B8374B47337D_001_007_002_003'}",3323512F-52AF-4A56-9A85-B8374B47337D_001_007_002_003,1
NOI.,"{'company_name': 'Avalonbay Communities Inc', 'economic_sector': 'Real Estate', 'date': '02-Aug-2007', 'event_name': 'Q2 2007 Avalonbay Communities Earnings Conference Call', 'tokenized': ['NOI', '.'], 'sentence_id': 'C6FC0B53-6216-4D81-BB40-D0FADDBF416F_001_037_000_000'}",C6FC0B53-6216-4D81-BB40-D0FADDBF416F_001_037_000_000,0
"So the pace that you've seen over the last couple of years in closures, we would anticipate would increase.","{'company_name': 'Trustmark Corp', 'economic_sector': 'Financials', 'date': '25-Jan-2017', 'event_name': 'Q4 2016 Trustmark Corp Earnings Call', 'tokenized': ['So', 'the', 'pace', 'that', 'you', ""'ve"", 'seen', 'over', 'the', 'last', 'couple', 'of', 'years', 'in', 'closures', ',', 'we', 'would', 'anticipate', 'would', 'increase', '.'], 'sentence_id': '5A1289C6-20F2-43B9-A144-9A569435D9F4_001_038_004_002'}",5A1289C6-20F2-43B9-A144-9A569435D9F4_001_038_004_002,1
This happened at several different instances.,"{'company_name': 'Bharat Petroleum Corporation Ltd', 'economic_sector': 'Energy', 'date': '13-Feb-2014', 'event_name': 'Q3 2014 Bharat Petroleum Corporation Ltd Earnings Conference Call', 'tokenized': ['This', 'happened', 'at', 'several', 'different', 'instances', '.'], 'sentence_id': '6AA3FA35-6795-4AC7-A3E8-381A951700FF_001_048_000_001'}",6AA3FA35-6795-4AC7-A3E8-381A951700FF_001_048_000_001,0
This had the effect of lowering our overall tax rate.,"{'company_name': 'SEI Investments Co', 'economic_sector': 'Financials', 'date': '25-Apr-2018', 'event_name': 'Q1 2018 SEI Investments Co Earnings Call', 'tokenized': ['This', 'had', 'the', 'effect', 'of', 'lowering', 'our', 'overall', 'tax', 'rate', '.'], 'sentence_id': 'CC664CF7-6255-43D7-9C8B-40272B114258_000_002_004_002'}",CC664CF7-6255-43D7-9C8B-40272B114258_000_002_004_002,0
We are excited about the progress we have made in our strategic plan while delivering enhanced execution and excellent service for our customers.,"{'company_name': 'Hub Group Inc', 'economic_sector': 'Industrials', 'date': '25-Apr-2024', 'event_name': 'Q1 2024 Hub Group Inc Earnings Call', 'tokenized': ['We', 'are', 'excited', 'about', 'the', 'progress', 'we', 'have', 'made', 'in', 'our', 'strategic', 'plan', 'while', 'delivering', 'enhanced', 'execution', 'and', 'excellent', 'service', 'for', 'our', 'customers', '.'], 'sentence_id': 'D974B592-4227-4A12-AB5C-8675855FD3CC_000_001_022_001'}",D974B592-4227-4A12-AB5C-8675855FD3CC_000_001_022_001,1
One moment please.,"{'company_name': 'Juniper Networks Inc', 'economic_sector': 'Technology', 'date': '10-Oct-2002', 'event_name': 'Q3 2002 Juniper Networks Earnings Conference Call', 'tokenized': ['One', 'moment', 'please', '.'], 'sentence_id': '1C3A857D-DC19-4D8D-A623-DA3C0E53D531_001_001_000_004'}",1C3A857D-DC19-4D8D-A623-DA3C0E53D531_001_001_000_004,0
"Our top priority, as always, is to (inaudible) of our core users.","{'company_name': 'Changyou.Com Ltd', 'economic_sector': None, 'date': '27-Oct-2017', 'event_name': 'Q3 2017 Changyou.Com Ltd Earnings Call', 'tokenized': ['Our', 'top', 'priority', ',', 'as', 'always', ',', 'is', 'to', '(', 'inaudible', ')', 'of', 'our', 'core', 'users', '.'], 'sentence_id': '2659F2B1-1377-406E-91EE-67C32A292EC3_000_021_000_004'}",2659F2B1-1377-406E-91EE-67C32A292EC3_000_021_000_004,1
I've just seen some of your competitors have to bring down their accrual rates.,"{'company_name': 'Barrett Business Services Inc', 'economic_sector': 'Industrials', 'date': '04-Aug-2005', 'event_name': 'Q2 2005 Barrett Business Services Earnings Conference Call', 'tokenized': ['I', ""'ve"", 'just', 'seen', 'some', 'of', 'your', 'competitors', 'have', 'to', 'bring', 'down', 'their', 'accrual', 'rates', '.'], 'sentence_id': 'AAD2FB52-FF24-4E3F-B86A-546A60BEA1F3_001_015_000_001'}",AAD2FB52-FF24-4E3F-B86A-546A60BEA1F3_001_015_000_001,-1
We have significantly slimmed down our international portfolios.,"{'company_name': 'Allied Irish Banks PLC', 'economic_sector': 'Financials', 'date': '25-Jul-2011', 'event_name': 'Interim 2011 Allied Irish Banks PLC Earnings Conference Call', 'tokenized': ['We', 'have', 'significantly', 'slimmed', 'down', 'our', 'international', 'portfolios', '.'], 'sentence_id': '4D7C6D50-3E9A-4FDC-87FD-7DBFD59BC5D8_000_002_074_003'}",4D7C6D50-3E9A-4FDC-87FD-7DBFD59BC5D8_000_002_074_003,-1
"So outlook -- so our expectation for '21 on credit risk RWA, we expect a low single-digit increase, again, mainly driven by business growth rating migrations, again, some other downgrades and offset by migrations to default, but low single-digit growth on credit risk.","{'company_name': 'Erste Group Bank AG', 'economic_sector': 'Financials', 'date': '26-Feb-2021', 'event_name': 'Full Year 2020 Erste Group Bank AG Earnings Call', 'tokenized': ['So', 'outlook', '--', 'so', 'our', 'expectation', 'for', ""'"", '21', 'on', 'credit', 'risk', 'RWA', ',', 'we', 'expect', 'a', 'low', 'single', '-', 'digit', 'increase', ',', 'again', ',', 'mainly', 'driven', 'by', 'business', 'growth', 'rating', 'migrations', ',', 'again', ',', 'some', 'other', 'downgrades', 'and', 'offset', 'by', 'migrations', 'to', 'default', ',', 'but', 'low', 'single', '-', 'digit', 'growth', 'on', 'credit', 'risk', '.'], 'sentence_id': '2A61D28D-5867-482A-89E7-78944658A123_001_005_000_002'}",2A61D28D-5867-482A-89E7-78944658A123_001_005_000_002,1
"And on top of that, we have a number of titles that you could assume would be under the 2K group that would extend a lot of their brands.","{'company_name': 'Take-Two Interactive Software Inc', 'economic_sector': 'Technology', 'date': '07-Sep-2005', 'event_name': 'Q3 2005 Take-Two Interactive Software Earnings Conference Call', 'tokenized': ['And', 'on', 'top', 'of', 'that', ',', 'we', 'have', 'a', 'number', 'of', 'titles', 'that', 'you', 'could', 'assume', 'would', 'be', 'under', 'the', '2', 'K', 'group', 'that', 'would', 'extend', 'a', 'lot', 'of', 'their', 'brands', '.'], 'sentence_id': 'BA6B8E2D-6ED4-422F-BF15-408D69058D73_001_061_000_002'}",BA6B8E2D-6ED4-422F-BF15-408D69058D73_001_061_000_002,1
"Sequentially, over the fourth quarter most of the other regions had some form of the decline ranging from about 0.5%-6%, 7% depending on which region, but that is sort of the cyclical nature of the business in the first quarter.","{'company_name': 'Halliburton Co', 'economic_sector': 'Energy', 'date': '25-Apr-2001', 'event_name': 'Q1 2001 Halliburton Earnings Conference Call', 'tokenized': ['Sequentially', ',', 'over', 'the', 'fourth', 'quarter', 'most', 'of', 'the', 'other', 'regions', 'had', 'some', 'form', 'of', 'the', 'decline', 'ranging', 'from', 'about', '0.5%-6', '%', ',', '7', '%', 'depending', 'on', 'which', 'region', ',', 'but', 'that', 'is', 'sort', 'of', 'the', 'cyclical', 'nature', 'of', 'the', 'business', 'in', 'the', 'first', 'quarter', '.'], 'sentence_id': '436D7E7B-8C9A-4AF0-B0C6-F24D9034ECA9_000_037_000_001'}",436D7E7B-8C9A-4AF0-B0C6-F24D9034ECA9_000_037_000_001,-1
So what we would hope on that is as we go into the second half and as we said we have some tough comparisons for us going to the second half.,"{'company_name': 'LA Quinta Holdings Inc', 'economic_sector': None, 'date': '29-Apr-2004', 'event_name': 'Q1 2004 La Quinta Corporation Earnings Conference Call', 'tokenized': ['So', 'what', 'we', 'would', 'hope', 'on', 'that', 'is', 'as', 'we', 'go', 'into', 'the', 'second', 'half', 'and', 'as', 'we', 'said', 'we', 'have', 'some', 'tough', 'comparisons', 'for', 'us', 'going', 'to', 'the', 'second', 'half', '.'], 'sentence_id': '367D3511-8C4F-42EF-9888-0DDBA00AF08C_001_004_000_009'}",367D3511-8C4F-42EF-9888-0DDBA00AF08C_001_004_000_009,1
Your mic is open.,"{'company_name': 'Abbott Laboratories', 'economic_sector': 'Healthcare', 'date': '24-Oct-2002', 'event_name': 'Q3 2002 Therasense, Inc. Earnings Conference Call', 'tokenized': ['Your', 'mic', 'is', 'open', '.'], 'sentence_id': '4687EB88-6F6D-408A-ABB2-690BEA880ADC_001_098_000_001'}",4687EB88-6F6D-408A-ABB2-690BEA880ADC_001_098_000_001,0
"To reiterate, first we will continue to enhance the channel productivity of our existing customers to affective point of purchase marketing activities.","{'company_name': 'Columbia Sportswear Co', 'economic_sector': 'Consumer Cyclicals', 'date': '25-Jul-2002', 'event_name': 'Q2 2002 Columbia Sportswear Earnings Conference Call', 'tokenized': ['To', 'reiterate', ',', 'first', 'we', 'will', 'continue', 'to', 'enhance', 'the', 'channel', 'productivity', 'of', 'our', 'existing', 'customers', 'to', 'affective', 'point', 'of', 'purchase', 'marketing', 'activities', '.'], 'sentence_id': 'CF242677-6AC0-4AA0-BB2A-8403E72165C3_000_006_016_000'}",CF242677-6AC0-4AA0-BB2A-8403E72165C3_000_006_016_000,1
"And then also as a part of that, do you expect to see the margins expanding again respectively and then the second thing is I was wondering if you were seeing -- there's sympathy talk of price competition in the cable news space.","{'company_name': 'Tfcf Corp', 'economic_sector': None, 'date': '05-Nov-2003', 'event_name': 'Q1 2004 Fox Entertainment Group Earnings Conference Call', 'tokenized': ['And', 'then', 'also', 'as', 'a', 'part', 'of', 'that', ',', 'do', 'you', 'expect', 'to', 'see', 'the', 'margins', 'expanding', 'again', 'respectively', 'and', 'then', 'the', 'second', 'thing', 'is', 'I', 'was', 'wondering', 'if', 'you', 'were', 'seeing', '--', 'there', ""'s"", 'sympathy', 'talk', 'of', 'price', 'competition', 'in', 'the', 'cable', 'news', 'space', '.'], 'sentence_id': '6547EA27-CC28-4C1C-AA1E-B1533AED8B8F_001_071_000_004'}",6547EA27-CC28-4C1C-AA1E-B1533AED8B8F_001_071_000_004,1
Our other innovative pen solutions contributed to the success of Lantus in other geographies.,"{'company_name': 'Sanofi SA', 'economic_sector': 'Healthcare', 'date': '06-Feb-2014', 'event_name': 'Full Year 2013 Sanofi SA Earnings Conference Call', 'tokenized': ['Our', 'other', 'innovative', 'pen', 'solutions', 'contributed', 'to', 'the', 'success', 'of', 'Lantus', 'in', 'other', 'geographies', '.'], 'sentence_id': '55A23E28-FDBB-44D1-BEA5-9589509BEC6A_000_005_002_002'}",55A23E28-FDBB-44D1-BEA5-9589509BEC6A_000_005_002_002,1
"Thank you, Mark.","{'company_name': 'Ulticom Inc', 'economic_sector': None, 'date': '12-Mar-2003', 'event_name': 'Q4 2002 Ulticom Earnings Conference Call', 'tokenized': ['Thank', 'you', ',', 'Mark', '.'], 'sentence_id': 'DDDAFF91-1A9C-4226-9946-554D7FF0292C_000_002_000_000'}",DDDAFF91-1A9C-4226-9946-554D7FF0292C_000_002_000_000,0
If you could just talk about the trend of the sales within the quarter.,"{'company_name': '3M Co', 'economic_sector': 'Consumer Non-Cyclicals', 'date': '21-Aug-2003', 'event_name': 'Q3 2003 CUNO, Inc. Earnings Conference Call', 'tokenized': ['If', 'you', 'could', 'just', 'talk', 'about', 'the', 'trend', 'of', 'the', 'sales', 'within', 'the', 'quarter', '.'], 'sentence_id': '47289E35-F6CA-48AB-B442-887E5026F33C_001_034_000_002'}",47289E35-F6CA-48AB-B442-887E5026F33C_001_034_000_002,0
That would be around 455 to 460.,"{'company_name': 'Kerr-McGee Corp', 'economic_sector': None, 'date': '05-Aug-2003', 'event_name': 'Q2 2003 Westport Resources Corporation Earnings Conference Call', 'tokenized': ['That', 'would', 'be', 'around', '455', 'to', '460', '.'], 'sentence_id': '288064EA-D09A-4AFE-A6DF-B883B881B339_001_052_000_002'}",288064EA-D09A-4AFE-A6DF-B883B881B339_001_052_000_002,0
So I don't think we're expecting a major fallout.,"{'company_name': 'Brocade Communications Systems LLC', 'economic_sector': None, 'date': '23-Oct-2002', 'event_name': 'Q3 2002 Foundry Networks Earnings Conference Call', 'tokenized': ['So', 'I', 'do', ""n't"", 'think', 'we', ""'re"", 'expecting', 'a', 'major', 'fallout', '.'], 'sentence_id': '8864A33E-EE56-4E96-9CB7-39E8E7D52E33_001_019_000_005'}",8864A33E-EE56-4E96-9CB7-39E8E7D52E33_001_019_000_005,1
"Yes, sir.","{'company_name': 'Basic Energy Services Inc', 'economic_sector': 'Energy', 'date': '25-Apr-2014', 'event_name': 'Q1 2014 Basic Energy Services Inc Earnings Conference Call', 'tokenized': ['Yes', ',', 'sir', '.'], 'sentence_id': 'F0BF2E2C-83DF-4E25-83BA-8603A286E158_001_055_000_000'}",F0BF2E2C-83DF-4E25-83BA-8603A286E158_001_055_000_000,0
"I was wondering with respect to the operating leverage, when do you think we'll get to the point of sustainable GAAP profitability and see consistent quarter to quarter ramp consistently?","{'company_name': 'Philips Image Guided Therapy Corp', 'economic_sector': None, 'date': '30-Jul-2010', 'event_name': 'Q2 2010 Volcano Corporation Earnings Conference Call', 'tokenized': ['I', 'was', 'wondering', 'with', 'respect', 'to', 'the', 'operating', 'leverage', ',', 'when', 'do', 'you', 'think', 'we', ""'ll"", 'get', 'to', 'the', 'point', 'of', 'sustainable', 'GAAP', 'profitability', 'and', 'see', 'consistent', 'quarter', 'to', 'quarter', 'ramp', 'consistently', '?'], 'sentence_id': '3862F853-3C5B-4D7A-A01A-66FD8ED04BB6_001_055_004_000'}",3862F853-3C5B-4D7A-A01A-66FD8ED04BB6_001_055_004_000,0
"And when we start to see the indications of expansions to the existing pit with inside the fence and then inside the permit boundaries, then we can make decisions about when would that come in.","{'company_name': 'Calibre Mining Corp', 'economic_sector': 'Basic Materials', 'date': '24-Feb-2022', 'event_name': 'Q4 2021 Calibre Mining Corp Earnings Call', 'tokenized': ['And', 'when', 'we', 'start', 'to', 'see', 'the', 'indications', 'of', 'expansions', 'to', 'the', 'existing', 'pit', 'with', 'inside', 'the', 'fence', 'and', 'then', 'inside', 'the', 'permit', 'boundaries', ',', 'then', 'we', 'can', 'make', 'decisions', 'about', 'when', 'would', 'that', 'come', 'in', '.'], 'sentence_id': '034C5722-C581-4263-B4DC-5E485FDB260F_001_008_000_002'}",034C5722-C581-4263-B4DC-5E485FDB260F_001_008_000_002,1
And I think it will lead to good results as we go into these white space categories.,"{'company_name': 'Church & Dwight Co Inc', 'economic_sector': 'Consumer Non-Cyclicals', 'date': '05-Feb-2013', 'event_name': 'Q4 2012 Church & Dwight Co., Inc. Earnings Conference Call', 'tokenized': ['And', 'I', 'think', 'it', 'will', 'lead', 'to', 'good', 'results', 'as', 'we', 'go', 'into', 'these', 'white', 'space', 'categories', '.'], 'sentence_id': 'EBEE6A94-40F7-497C-88F8-091F7A8297D4_001_066_012_013'}",EBEE6A94-40F7-497C-88F8-091F7A8297D4_001_066_012_013,1
"So we're very excited, very bullish on 2021, even in light of some of these COVID issues.","{'company_name': 'Rubicon Organics Inc', 'economic_sector': 'Healthcare', 'date': '06-Apr-2021', 'event_name': 'Q4 2020 Rubicon Organics Inc Earnings Call', 'tokenized': ['So', 'we', ""'re"", 'very', 'excited', ',', 'very', 'bullish', 'on', '2021', ',', 'even', 'in', 'light', 'of', 'some', 'of', 'these', 'COVID', 'issues', '.'], 'sentence_id': '33FF97B7-5983-400C-A99A-71712F925256_001_031_002_000'}",33FF97B7-5983-400C-A99A-71712F925256_001_031_002_000,1
The market response has been tremendous.,"{'company_name': 'Asustek Computer Inc', 'economic_sector': 'Technology', 'date': '11-Aug-2023', 'event_name': 'Q2 2023 Asustek Computer Inc Earnings Presentation', 'tokenized': ['The', 'market', 'response', 'has', 'been', 'tremendous', '.'], 'sentence_id': 'B43526F2-BDBF-4B71-896F-8B7EAAEB2669_000_003_006_003'}",B43526F2-BDBF-4B71-896F-8B7EAAEB2669_000_003_006_003,1
"So in summary, from last year's second quarter, our margins are up 240 basis points, profits are up 80%, and our new products are providing 9% of our sales.","{'company_name': 'Materion Corp', 'economic_sector': 'Basic Materials', 'date': '24-Jul-2014', 'event_name': 'Q2 2014 Materion Corp Earnings Call', 'tokenized': ['So', 'in', 'summary', ',', 'from', 'last', 'year', ""'s"", 'second', 'quarter', ',', 'our', 'margins', 'are', 'up', '240', 'basis', 'points', ',', 'profits', 'are', 'up', '80', '%', ',', 'and', 'our', 'new', 'products', 'are', 'providing', '9', '%', 'of', 'our', 'sales', '.'], 'sentence_id': '091A6C12-D39D-4078-8F79-D8049CC31266_000_004_022_000'}",091A6C12-D39D-4078-8F79-D8049CC31266_000_004_022_000,1
And some of the notable wins that we had in the last quarter was -- actually what was U.S. -- one from large U.S. retail organization where theyre doing a package implementation as well as a global roll-out.,"{'company_name': 'Wipro Ltd', 'economic_sector': 'Technology', 'date': '19-Apr-2006', 'event_name': 'Q4 2005 Wipro Limited Earnings Presentation', 'tokenized': ['And', 'some', 'of', 'the', 'notable', 'wins', 'that', 'we', 'had', 'in', 'the', 'last', 'quarter', 'was', '--', 'actually', 'what', 'was', 'U.S.', '--', 'one', 'from', 'large', 'U.S.', 'retail', 'organization', 'where', 'they', 're', 'doing', 'a', 'package', 'implementation', 'as', 'well', 'as', 'a', 'global', 'roll', '-', 'out', '.'], 'sentence_id': '8447204D-E083-4DC0-A734-7AC1FC7EEF4F_001_058_002_001'}",8447204D-E083-4DC0-A734-7AC1FC7EEF4F_001_058_002_001,1
"Yes, we've had nonrenewals, Sandy, but the renewal rate on the product is,I don't know the exact number, but it's much higher than it is for WholeView2, as we expected.","{'company_name': 'Forrester Research Inc', 'economic_sector': 'Consumer Cyclicals', 'date': '27-Oct-2004', 'event_name': 'Q3 2004 Forrester Research Earnings Conference Call', 'tokenized': ['Yes', ',', 'we', ""'ve"", 'had', 'nonrenewals', ',', 'Sandy', ',', 'but', 'the', 'renewal', 'rate', 'on', 'the', 'product', 'is', ',', 'I', 'do', ""n't"", 'know', 'the', 'exact', 'number', ',', 'but', 'it', ""'s"", 'much', 'higher', 'than', 'it', 'is', 'for', 'WholeView2', ',', 'as', 'we', 'expected', '.'], 'sentence_id': '674C446A-EFDB-4DD9-969F-C9A3DD8E2E54_000_066_000_000'}",674C446A-EFDB-4DD9-969F-C9A3DD8E2E54_000_066_000_000,1
"Participants in Germany, please call the replay number +(49) 0-692-000-1800, access code 2001476#.","{'company_name': 'Siemens AG', 'economic_sector': 'Industrials', 'date': '12-May-2022', 'event_name': 'Q2 2022 Siemens AG Earnings Call', 'tokenized': ['Participants', 'in', 'Germany', ',', 'please', 'call', 'the', 'replay', 'number', '+', '(', '49', ')', '0', '-', '692', '-', '000', '-', '1800', ',', 'access', 'code', '2001476', '#', '.'], 'sentence_id': '17F310BD-DD66-4BDA-9383-95322C71B539_001_028_000_003'}",17F310BD-DD66-4BDA-9383-95322C71B539_001_028_000_003,0
"And my third topic, investment markets.","{'company_name': 'Essex Property Trust Inc', 'economic_sector': 'Real Estate', 'date': '03-May-2018', 'event_name': 'Q1 2018 Essex Property Trust Inc Earnings Call', 'tokenized': ['And', 'my', 'third', 'topic', ',', 'investment', 'markets', '.'], 'sentence_id': '6A2703F8-745D-418A-AA62-59C78D9A437E_000_001_032_000'}",6A2703F8-745D-418A-AA62-59C78D9A437E_000_001_032_000,0
I think Matt can probably touch on that.,"{'company_name': 'Worldpay Inc', 'economic_sector': None, 'date': '31-Jul-2014', 'event_name': 'Q2 2014 Vantiv Inc Earnings Call', 'tokenized': ['I', 'think', 'Matt', 'can', 'probably', 'touch', 'on', 'that', '.'], 'sentence_id': '8F733464-892F-4224-B475-5190290B5085_001_006_004_001'}",8F733464-892F-4224-B475-5190290B5085_001_006_004_001,0
"At the same time, obviously, going through cycles of cash to earnings has to do with things such as CapEx.","{'company_name': 'Amdocs Ltd', 'economic_sector': 'Technology', 'date': '22-Apr-2010', 'event_name': 'Q2 2010 Amdocs Limited Earnings Conference Call', 'tokenized': ['At', 'the', 'same', 'time', ',', 'obviously', ',', 'going', 'through', 'cycles', 'of', 'cash', 'to', 'earnings', 'has', 'to', 'do', 'with', 'things', 'such', 'as', 'CapEx', '.'], 'sentence_id': '44EF9BAB-165F-4213-AA70-BF212264CE69_001_017_000_004'}",44EF9BAB-165F-4213-AA70-BF212264CE69_001_017_000_004,0
Can you talk a little bit on the DTC business?,"{'company_name': 'Urban Outfitters Inc', 'economic_sector': 'Consumer Cyclicals', 'date': '19-Aug-2013', 'event_name': 'Q2 2014 Urban Outfitters, Inc. Earnings Conference Call', 'tokenized': ['Can', 'you', 'talk', 'a', 'little', 'bit', 'on', 'the', 'DTC', 'business', '?'], 'sentence_id': 'D8D4BEFF-CB3A-4CB4-AF21-4D834D7F78B8_001_046_000_001'}",D8D4BEFF-CB3A-4CB4-AF21-4D834D7F78B8_001_046_000_001,0
"Good morning also from my side, and congrats on the fantastic results this morning.","{'company_name': 'Redcare Pharmacy NV', 'economic_sector': 'Consumer Non-Cyclicals', 'date': '01-Aug-2023', 'event_name': 'Q2 2023 Redcare Pharmacy NV Earnings Call', 'tokenized': ['Good', 'morning', 'also', 'from', 'my', 'side', ',', 'and', 'congrats', 'on', 'the', 'fantastic', 'results', 'this', 'morning', '.'], 'sentence_id': '064EAC32-4428-44A2-98BE-889BF532D572_001_027_000_001'}",064EAC32-4428-44A2-98BE-889BF532D572_001_027_000_001,0
The capital increase in combination with the reduction in risk-weighted assets was driving up Core Tier 1 ratio.,"{'company_name': 'Erste Group Bank AG', 'economic_sector': 'Financials', 'date': '28-Feb-2014', 'event_name': 'Preliminary 2013 Erste Group Bank AG Earnings Conference Call', 'tokenized': ['The', 'capital', 'increase', 'in', 'combination', 'with', 'the', 'reduction', 'in', 'risk', '-', 'weighted', 'assets', 'was', 'driving', 'up', 'Core', 'Tier', '1', 'ratio', '.'], 'sentence_id': 'D7A1014D-2FC5-4265-840E-296143134677_000_004_006_004'}",D7A1014D-2FC5-4265-840E-296143134677_000_004_006_004,1
We put a stress on us.,"{'company_name': 'Bristow Holdings US Inc', 'economic_sector': 'Industrials', 'date': '22-May-2002', 'event_name': 'Q4 2002 Offshore Logistic Earnings Conference Call', 'tokenized': ['We', 'put', 'a', 'stress', 'on', 'us', '.'], 'sentence_id': '5B02CCFF-DD31-4459-A5D6-7BC9FFE0AF0A_001_026_000_003'}",5B02CCFF-DD31-4459-A5D6-7BC9FFE0AF0A_001_026_000_003,1
Let me follow up on something you mentioned about graduate level and the competition at that level.,"{'company_name': 'Grand Canyon Education Inc', 'economic_sector': 'Academic & Educational Services', 'date': '21-Feb-2012', 'event_name': 'Q4 2011 Grand Canyon Education Inc Earnings Conference Call', 'tokenized': ['Let', 'me', 'follow', 'up', 'on', 'something', 'you', 'mentioned', 'about', 'graduate', 'level', 'and', 'the', 'competition', 'at', 'that', 'level', '.'], 'sentence_id': '44B0D5EC-5339-4BD2-B946-BE6A8083E65D_001_047_000_001'}",44B0D5EC-5339-4BD2-B946-BE6A8083E65D_001_047_000_001,0
The peak was 30% plus.,"{'company_name': 'Essex Property Trust Inc', 'economic_sector': 'Real Estate', 'date': '01-Nov-2012', 'event_name': 'Q3 2012 Essex Property Trust Earnings Conference Call', 'tokenized': ['The', 'peak', 'was', '30', '%', 'plus', '.'], 'sentence_id': '28116B6B-283F-4B9A-A076-7B92A6BC842A_001_024_000_002'}",28116B6B-283F-4B9A-A076-7B92A6BC842A_001_024_000_002,1
"So, we are on course to see the improvement that we expect.","{'company_name': 'American Blue Ribbon Holdings LLC', 'economic_sector': None, 'date': '01-Aug-2002', 'event_name': 'Q2 2002 O`Charley`s Earnings Conference Call', 'tokenized': ['So', ',', 'we', 'are', 'on', 'course', 'to', 'see', 'the', 'improvement', 'that', 'we', 'expect', '.'], 'sentence_id': '0200E28B-281B-4760-84BE-ADAD59CA561F_001_089_000_002'}",0200E28B-281B-4760-84BE-ADAD59CA561F_001_089_000_002,1
Harley is the New York Times best-selling author of The Body Reset Diet.,"{'company_name': 'Jamba Inc', 'economic_sector': None, 'date': '20-Mar-2017', 'event_name': 'Preliminary Q4 2016 Jamba Inc Earnings Call', 'tokenized': ['Harley', 'is', 'the', 'New', 'York', 'Times', 'best', '-', 'selling', 'author', 'of', 'The', 'Body', 'Reset', 'Diet', '.'], 'sentence_id': '07147A87-AF97-4A79-B8F5-98D74D99431E_000_002_032_001'}",07147A87-AF97-4A79-B8F5-98D74D99431E_000_002_032_001,1
"Well, I want to thank everybody for joining the call.","{'company_name': 'Beazer Homes USA Inc', 'economic_sector': 'Consumer Cyclicals', 'date': '31-Jul-2014', 'event_name': 'Q3 2014 Beazer Homes USA Inc Earnings Call', 'tokenized': ['Well', ',', 'I', 'want', 'to', 'thank', 'everybody', 'for', 'joining', 'the', 'call', '.'], 'sentence_id': '2B586A34-720A-4DB0-8D2C-08BA7BFD1FFB_001_050_000_001'}",2B586A34-720A-4DB0-8D2C-08BA7BFD1FFB_001_050_000_001,0
"As a reminder, this conference is being recorded today, Thursday, July 28, 2005.","{'company_name': 'LA Quinta Holdings Inc', 'economic_sector': None, 'date': '28-Jul-2005', 'event_name': 'Q2 2005 La Quinta Corporation Earnings Conference Call', 'tokenized': ['As', 'a', 'reminder', ',', 'this', 'conference', 'is', 'being', 'recorded', 'today', ',', 'Thursday', ',', 'July', '28', ',', '2005', '.'], 'sentence_id': 'EE3159BA-5293-4C6A-A63B-73508CD7E2DC_000_000_000_004'}",EE3159BA-5293-4C6A-A63B-73508CD7E2DC_000_000_000_004,0
